Timestamp,User,Comment,Source
2016-02-23T00:19:18Z,63.152.90.87,,Wikipedia API - Revision History
2016-02-07T11:10:38Z,TheFrog001,Reverted 1 edit by [[Special:Contributions/77.100.116.100|77.100.116.100]] ([[User talk:77.100.116.100|talk]]) to last revision by ClueBot NG. ([[WP:TW|TW]]),Wikipedia API - Revision History
2016-02-07T11:10:03Z,77.100.116.100,,Wikipedia API - Revision History
2016-02-07T11:06:17Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contribs/77.100.116.100|77.100.116.100]] to version by 142.29.193.132. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2537003) (Bot)",Wikipedia API - Revision History
2016-02-07T11:06:15Z,77.100.116.100,I made it better. E.g I made it easier to read as it's shorter now.,Wikipedia API - Revision History
2016-02-01T20:36:10Z,142.29.193.132,,Wikipedia API - Revision History
2016-01-29T21:13:59Z,Yamaguchi先生,Reverted edits by [[Special:Contribs/142.29.193.132|142.29.193.132]] ([[User talk:142.29.193.132|talk]]) to last version by Ssbbplayer,Wikipedia API - Revision History
2016-01-29T21:13:13Z,142.29.193.132,I changed it,Wikipedia API - Revision History
2016-01-21T01:24:36Z,Ssbbplayer,reword the sentences into a more neutral tone,Wikipedia API - Revision History
2015-12-13T12:18:14Z,Qzd,Reverted 1 edit by [[Special:Contributions/81.133.212.93|81.133.212.93]] identified as test/vandalism using [[WP:STiki|STiki]],Wikipedia API - Revision History
2015-12-13T10:41:18Z,81.133.212.93,,Wikipedia API - Revision History
2015-12-11T03:57:41Z,2602:30A:C0AA:640:BD1F:8BB0:BF0:3F5A,,Wikipedia API - Revision History
2015-12-11T03:56:33Z,2602:30A:C0AA:640:BD1F:8BB0:BF0:3F5A,,Wikipedia API - Revision History
2015-12-11T03:55:15Z,2602:30A:C0AA:640:BD1F:8BB0:BF0:3F5A,,Wikipedia API - Revision History
2015-12-09T04:02:51Z,2602:30A:C0AA:640:4DF9:A2F1:58BC:19D6,,Wikipedia API - Revision History
2015-12-09T04:02:32Z,2602:30A:C0AA:640:4DF9:A2F1:58BC:19D6,,Wikipedia API - Revision History
2015-12-08T18:34:48Z,Barek,Reverted edits by [[Special:Contribs/65.157.60.242|65.157.60.242]] ([[User talk:65.157.60.242|talk]]) to last version by 2601:188:0:ABE6:65F5:930C:B0B2:CD63,Wikipedia API - Revision History
2015-12-08T18:34:17Z,65.157.60.242,Fixed typo,Wikipedia API - Revision History
2015-12-08T03:35:41Z,2601:188:0:ABE6:65F5:930C:B0B2:CD63,rv to last good version,Wikipedia API - Revision History
2015-12-08T03:33:54Z,2602:30A:C0AA:640:C85:8AFC:477E:AA5,,Wikipedia API - Revision History
2015-12-08T02:54:40Z,2602:30A:C0AA:640:60A2:6C8D:EACF:2829,,Wikipedia API - Revision History
2015-12-07T07:06:29Z,GünniX,"/* General information */ undo vandalism of 02:08, 6 December 2015",Wikipedia API - Revision History
2015-12-06T00:11:17Z,Spolglans,Vandalism Undid revision 693938941 by [[Special:Contributions/2601:647:8102:DBC:503D:95BC:2C85:F243|2601:647:8102:DBC:503D:95BC:2C85:F243]] ([[User talk:2601:647:8102:DBC:503D:95BC:2C85:F243|talk]]),Wikipedia API - Revision History
2015-12-06T00:10:06Z,2601:647:8102:DBC:503D:95BC:2C85:F243,/* General information */,Wikipedia API - Revision History
2015-12-06T00:08:48Z,2601:647:8102:DBC:503D:95BC:2C85:F243,/* General information */,Wikipedia API - Revision History
2015-11-25T17:38:05Z,Favonian,Reverted 2 edits by [[Special:Contributions/71.161.232.193|71.161.232.193]] ([[User talk:71.161.232.193|talk]]) to last revision by ClueBot NG. ([[WP:TW|TW]]),Wikipedia API - Revision History
2015-11-25T17:15:42Z,71.161.232.193,Humor,Wikipedia API - Revision History
2015-11-25T17:13:20Z,71.161.232.193,Humor,Wikipedia API - Revision History
2015-11-25T17:12:18Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contribs/71.161.232.193|71.161.232.193]] to version by Graham87. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2448431) (Bot)",Wikipedia API - Revision History
2015-11-25T17:12:16Z,71.161.232.193,Humor,Wikipedia API - Revision History
2015-11-25T17:10:56Z,71.161.232.193,Humor,Wikipedia API - Revision History
2015-11-02T00:39:08Z,Graham87,copyedit,Wikipedia API - Revision History
2015-10-28T21:37:28Z,Rtucker913,Reverted edits by [[Special:Contributions/64.114.223.120|64.114.223.120]] ([[User talk:64.114.223.120|talk]]) to last revision by ClueBot NG ([[WP:HG|HG]]),Wikipedia API - Revision History
2015-10-28T21:37:23Z,64.114.223.120,,Wikipedia API - Revision History
2015-10-14T02:38:58Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contribs/97.122.113.72|97.122.113.72]] to version by Favonian. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2388959) (Bot)",Wikipedia API - Revision History
2015-10-14T02:38:57Z,97.122.113.72,,Wikipedia API - Revision History
2015-09-20T12:12:30Z,Favonian,Reverted edits by [[Special:Contribs/82.129.133.99|82.129.133.99]] ([[User talk:82.129.133.99|talk]]) to last version by Noyster,Wikipedia API - Revision History
2015-09-20T12:09:48Z,82.129.133.99,Stupid,Wikipedia API - Revision History
2015-05-26T07:34:12Z,Noyster,Reverted 1 [[WP:AGF|good faith]] edit by [[Special:Contributions/110.32.198.215|110.32.198.215]] using [[WP:STiki|STiki]],Wikipedia API - Revision History
2015-05-26T07:21:08Z,110.32.198.215,The climate of Egypt is hot,Wikipedia API - Revision History
2015-05-22T02:45:23Z,I dream of horses,Reverted edits by [[Special:Contributions/172.248.182.74|172.248.182.74]] ([[User talk:172.248.182.74|talk]]) ([[WP:HG|HG]]),Wikipedia API - Revision History
2015-05-22T02:45:15Z,172.248.182.74,I fixed the typo,Wikipedia API - Revision History
2015-04-22T17:25:40Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contributions/142.28.37.176|142.28.37.176]] to version by Mahmudmasri. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (2205128) (Bot)",Wikipedia API - Revision History
2015-04-22T17:25:38Z,142.28.37.176,/* General information */,Wikipedia API - Revision History
2015-04-21T23:55:26Z,Esperfulmo,Undid revision 656716037 by [[Special:Contributions/139.216.30.244|139.216.30.244]] ([[User talk:139.216.30.244|talk]]),Wikipedia API - Revision History
2015-04-16T06:01:30Z,139.216.30.244,,Wikipedia API - Revision History
2015-01-08T14:52:49Z,Favonian,Reverted edits by [[Special:Contribs/75.99.26.19|75.99.26.19]] ([[User talk:75.99.26.19|talk]]) to last version by Barek,Wikipedia API - Revision History
2015-01-08T14:51:46Z,75.99.26.19,,Wikipedia API - Revision History
2014-12-26T19:16:57Z,Barek,/* External links */ cleanup per [[WP:ELNO]] and [[WP:NOT#REPOSITORY]],Wikipedia API - Revision History
2014-12-16T00:35:33Z,50.101.56.125,,Wikipedia API - Revision History
2014-12-16T00:34:10Z,50.101.56.125,,Wikipedia API - Revision History
2014-12-08T00:36:21Z,Esperfulmo,elevation,Wikipedia API - Revision History
2014-12-01T00:31:06Z,Gilliam,Reverted edits by [[Special:Contribs/24.110.89.71|24.110.89.71]] ([[User talk:24.110.89.71|talk]]) to last version by Cwmhiraeth,Wikipedia API - Revision History
2014-12-01T00:27:12Z,24.110.89.71,,Wikipedia API - Revision History
2014-11-26T13:37:14Z,Cwmhiraeth,Reverted edits by [[Special:Contribs/72.95.40.37|72.95.40.37]] ([[User talk:72.95.40.37|talk]]) to last version by ClueBot NG,Wikipedia API - Revision History
2014-11-26T13:36:35Z,72.95.40.37,/* General information */,Wikipedia API - Revision History
2014-11-26T13:35:44Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contributions/72.95.40.37|72.95.40.37]] to version by Mahmudmasri. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (2042137) (Bot)",Wikipedia API - Revision History
2014-11-26T13:35:42Z,72.95.40.37,/* General information */,Wikipedia API - Revision History
2014-11-21T01:27:31Z,Esperfulmo,inaccurate claims,Wikipedia API - Revision History
2014-10-28T08:11:18Z,82.244.254.157,,Wikipedia API - Revision History
2014-10-28T08:10:17Z,82.244.254.157,,Wikipedia API - Revision History
2014-10-17T07:57:31Z,Rsrikanth05,Reverted 1 edit by [[Special:Contributions/173.162.231.209|173.162.231.209]] identified as test/vandalism using [[WP:STiki|STiki]],Wikipedia API - Revision History
2014-10-16T13:48:20Z,173.162.231.209,,Wikipedia API - Revision History
2014-08-07T03:24:37Z,Hmains,"AWB general fixes and delink dates per [[:WP:DATELINK]], [[:WP:YEARLINK]] and [[:MOS:UNLINKYEARS]] using [[Project:AWB|AWB]]",Wikipedia API - Revision History
2014-05-16T02:22:41Z,Donner60,Reverted 1 edit by [[Special:Contributions/71.218.120.130|71.218.120.130]] ([[User talk:71.218.120.130|talk]]) to last revision by ClueBot NG. ([[WP:TW|TW]]),Wikipedia API - Revision History
2014-05-16T02:22:12Z,71.218.120.130,,Wikipedia API - Revision History
2014-03-26T18:52:48Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contributions/150.199.105.180|150.199.105.180]] to version by 72.10.121.133. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (1765349) (Bot)",Wikipedia API - Revision History
2014-03-26T18:52:45Z,150.199.105.180,,Wikipedia API - Revision History
2014-03-26T18:50:44Z,150.199.105.180,,Wikipedia API - Revision History
2014-03-05T15:25:54Z,72.10.121.133,,Wikipedia API - Revision History
2014-03-04T15:05:37Z,Fraggle81,Reverted 1 edit by [[Special:Contributions/72.10.121.133|72.10.121.133]] identified using [[WP:STiki|STiki]],Wikipedia API - Revision History
2014-03-04T15:04:50Z,72.10.121.133,,Wikipedia API - Revision History
2014-02-21T10:49:24Z,Esperfulmo,/* General information */ + Rafah,Wikipedia API - Revision History
2014-02-20T02:20:07Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2014-02-17T11:58:14Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contributions/41.65.206.68|41.65.206.68]] to version by Widr. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (1703926) (Bot)",Wikipedia API - Revision History
2014-02-17T11:58:10Z,41.65.206.68,,Wikipedia API - Revision History
2014-01-26T21:03:09Z,Widr,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/95.150.159.117|95.150.159.117]] ([[User talk:95.150.159.117|talk]]) to last version by Mahmudmasri,Wikipedia API - Revision History
2014-01-26T20:20:55Z,95.150.159.117,,Wikipedia API - Revision History
2014-01-03T14:42:02Z,Esperfulmo,another normal storms that are can also happen in late summer,Wikipedia API - Revision History
2014-01-01T18:13:06Z,Esperfulmo,"the months links are relevant; corrected style; Sinai is part of Asia, therefore the template of Asia is relevant",Wikipedia API - Revision History
2013-12-24T09:09:48Z,180.234.116.4,/* External links */,Wikipedia API - Revision History
2013-12-21T19:42:26Z,Hmainsbot1,"AWB general fixes and delink dates per [[:WP:DATELINK]], [[:WP:YEARLINK]] and [[:MOS:UNLINKYEARS]] using [[Project:AWB|AWB]]",Wikipedia API - Revision History
2013-12-17T15:47:39Z,117.200.172.135,,Wikipedia API - Revision History
2013-09-28T10:53:46Z,Esperfulmo,west,Wikipedia API - Revision History
2013-09-12T20:26:51Z,Esperfulmo,that phrase is simpler,Wikipedia API - Revision History
2013-09-11T13:21:42Z,Esperfulmo,moderate,Wikipedia API - Revision History
2013-09-11T01:34:09Z,108.254.112.133,words,Wikipedia API - Revision History
2013-08-22T06:10:31Z,Esperfulmo,External links split,Wikipedia API - Revision History
2013-08-18T15:36:19Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-08-17T11:10:18Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-08-14T13:52:29Z,Esperfulmo,"/* General information */ Alexandria is the wettest in all of Egypt, not just of other cities",Wikipedia API - Revision History
2013-08-13T15:03:47Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-08-13T12:17:58Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-08-13T11:48:26Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-08-13T10:19:51Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-08-13T09:54:41Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-08-13T09:26:47Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-08-12T04:41:48Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-08-12T03:46:15Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-08-08T03:43:07Z,Magioladitis,"Remove unicode control characters (CHECKWIKI error 16), removed stub tag using [[Project:AWB|AWB]] (9369)",Wikipedia API - Revision History
2013-08-07T02:30:32Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-08-05T23:38:34Z,Esperfulmo,/* General information */ citing,Wikipedia API - Revision History
2013-08-04T02:03:56Z,Esperfulmo,June,Wikipedia API - Revision History
2013-08-03T20:15:16Z,Esperfulmo,it was not a grammatical mistake. Rephrased,Wikipedia API - Revision History
2013-08-02T21:42:43Z,64.42.103.93,Grammar mistake fixed,Wikipedia API - Revision History
2013-07-31T19:52:47Z,Hebrides,"clean up, replaced: [[March]] → March (2), removed: (21) using [[Project:AWB|AWB]]",Wikipedia API - Revision History
2013-07-27T19:44:38Z,Esperfulmo,|abbr=on,Wikipedia API - Revision History
2013-07-27T19:43:26Z,Esperfulmo,north coast; convert,Wikipedia API - Revision History
2013-07-17T22:32:12Z,Esperfulmo,"/* General information */ cities, because there are desert areas with similar or more variation",Wikipedia API - Revision History
2013-07-12T17:00:24Z,Yobot,"clean up, References after punctuation per [[WP:REFPUNC]] and [[WP:CITEFOOT]] using [[Project:AWB|AWB]] (9345)",Wikipedia API - Revision History
2013-07-10T19:16:37Z,Esperfulmo,/* General information */ none,Wikipedia API - Revision History
2013-07-10T16:38:30Z,Esperfulmo,/* General information */ prominent examples,Wikipedia API - Revision History
2013-07-06T13:23:51Z,Esperfulmo,/* General information */ info unavailable,Wikipedia API - Revision History
2013-06-22T23:30:29Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-22T23:16:08Z,Esperfulmo,/* General information */ wettest,Wikipedia API - Revision History
2013-06-22T22:30:44Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-22T22:28:02Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-22T22:24:45Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-22T20:39:22Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-22T20:32:38Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-22T10:25:49Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-21T16:54:25Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-21T16:30:40Z,Esperfulmo,expand,Wikipedia API - Revision History
2013-06-21T15:58:46Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-21T15:55:12Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-21T13:49:58Z,Esperfulmo,maps,Wikipedia API - Revision History
2013-06-21T13:15:24Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-21T13:11:47Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-21T12:59:58Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-21T12:56:23Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-21T12:46:46Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-21T12:45:35Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2013-06-20T15:57:52Z,Esperfulmo,general info,Wikipedia API - Revision History
2013-06-07T06:18:19Z,Esperfulmo,,Wikipedia API - Revision History
2013-06-07T06:16:10Z,Esperfulmo,,Wikipedia API - Revision History
2013-06-07T06:13:34Z,Esperfulmo,wikilinks,Wikipedia API - Revision History
2013-06-07T06:11:51Z,Esperfulmo,general info,Wikipedia API - Revision History
2013-06-01T07:26:34Z,Esperfulmo,n,Wikipedia API - Revision History
2013-06-01T07:26:18Z,Esperfulmo,some edits,Wikipedia API - Revision History
2013-05-25T22:06:10Z,WadeSimMiser,Reverted edits by [[Special:Contributions/98.245.32.197|98.245.32.197]] ([[User talk:98.245.32.197|talk]]) to last revision by ClueBot NG ([[WP:HG|HG]]),Wikipedia API - Revision History
2013-05-25T22:05:37Z,98.245.32.197,,Wikipedia API - Revision History
2013-05-25T22:04:11Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contributions/98.245.32.197|98.245.32.197]] to version by Cymru.lass. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (1651050) (Bot)",Wikipedia API - Revision History
2013-05-25T22:04:01Z,98.245.32.197,,Wikipedia API - Revision History
2013-05-25T22:02:23Z,98.245.32.197,,Wikipedia API - Revision History
2013-05-25T22:01:30Z,98.245.32.197,,Wikipedia API - Revision History
2013-04-25T18:01:59Z,Cymru.lass,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/206.176.114.67|206.176.114.67]] ([[User talk:206.176.114.67|talk]]) to last version by ClueBot NG,Wikipedia API - Revision History
2013-04-25T18:00:48Z,206.176.114.67,/* See also */,Wikipedia API - Revision History
2013-04-22T23:29:37Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contributions/70.68.104.182|70.68.104.182]] to version by Addbot. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (1603554) (Bot)",Wikipedia API - Revision History
2013-04-22T23:29:28Z,70.68.104.182,,Wikipedia API - Revision History
2013-03-21T03:31:13Z,Addbot,"[[User:Addbot|Bot:]] Migrating 2 interwiki links, now provided by [[Wikipedia:Wikidata|Wikidata]] on [[d:q3380816]]",Wikipedia API - Revision History
2013-03-12T18:43:06Z,Widr,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/66.154.146.59|66.154.146.59]] ([[User talk:66.154.146.59|talk]]) to last version by Deea12345,Wikipedia API - Revision History
2013-03-12T18:22:47Z,66.154.146.59,/* References */,Wikipedia API - Revision History
2013-03-11T18:52:38Z,Deea12345,,Wikipedia API - Revision History
2013-03-09T16:58:11Z,Esperfulmo,a correction about the sand storm,Wikipedia API - Revision History
2013-03-06T17:11:33Z,Khazar2,"clean up, [[WP:AWB/T|typos fixed]]: an hot → a hot using [[Project:AWB|AWB]] (8564)",Wikipedia API - Revision History
2013-03-04T23:43:56Z,Weedwhacker128,Reverted edits by [[Special:Contributions/24.131.95.5|24.131.95.5]] ([[User talk:24.131.95.5|talk]]) to last revision by Mahmudmasri ([[WP:HG|HG]]),Wikipedia API - Revision History
2013-03-04T23:24:29Z,24.131.95.5,/* See also */,Wikipedia API - Revision History
2013-01-23T21:57:41Z,Esperfulmo,"31, night",Wikipedia API - Revision History
2013-01-22T00:07:51Z,Esperfulmo,precision,Wikipedia API - Revision History
2013-01-13T05:15:04Z,Sunray,Reverted edit(s) by [[Special:Contributions/207.161.2.237|207.161.2.237]] identified as test/vandalism using [[WP:STiki|STiki]],Wikipedia API - Revision History
2013-01-13T03:41:10Z,207.161.2.237,/* See also */,Wikipedia API - Revision History
2013-01-11T04:57:47Z,Esperfulmo,the other coasts don't apply,Wikipedia API - Revision History
2013-01-11T04:53:57Z,Esperfulmo,climate table of Cairo as an example + wikilinks,Wikipedia API - Revision History
2012-12-15T05:05:14Z,190.92.77.34,Eliminated last sentence in the last paragraph.,Wikipedia API - Revision History
2012-12-09T00:27:12Z,Rushbugled13,Reverted [[WP:AGF|good faith]] edit(s) by [[Special:Contributions/76.24.88.97|76.24.88.97]] using [[WP:STiki|STiki]],Wikipedia API - Revision History
2012-12-09T00:24:04Z,76.24.88.97,/* See also */,Wikipedia API - Revision History
2012-12-09T00:22:56Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contributions/76.24.88.97|76.24.88.97]] to version by 108.180.12.75. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (1387950) (Bot)",Wikipedia API - Revision History
2012-12-09T00:22:52Z,76.24.88.97,/* See also */,Wikipedia API - Revision History
2012-11-30T00:25:47Z,108.180.12.75,spelling,Wikipedia API - Revision History
2012-11-30T00:25:00Z,108.180.12.75,added why its never rains,Wikipedia API - Revision History
2012-11-12T00:44:39Z,139.163.138.11,,Wikipedia API - Revision History
2012-11-12T00:38:22Z,139.163.138.11,,Wikipedia API - Revision History
2012-11-11T17:54:23Z,Favonian,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/80.45.67.173|80.45.67.173]] ([[User talk:80.45.67.173|talk]]) to last version by Ashashyou,Wikipedia API - Revision History
2012-11-11T16:43:59Z,80.45.67.173,,Wikipedia API - Revision History
2012-10-27T15:06:01Z,Ashashyou,,Wikipedia API - Revision History
2012-09-27T15:22:49Z,Heironymous Rowe,Undid revision 514811710 by [[Special:Contributions/Goldsaga|Goldsaga]] ([[User talk:Goldsaga|talk]]),Wikipedia API - Revision History
2012-09-27T14:54:37Z,Goldsaga,,Wikipedia API - Revision History
2012-09-07T10:38:22Z,Callanecc,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/68.58.150.132|68.58.150.132]] ([[User talk:68.58.150.132|talk]]) to last version by ClueBot NG,Wikipedia API - Revision History
2012-09-07T10:36:40Z,68.58.150.132,/* See also */,Wikipedia API - Revision History
2012-09-07T10:35:41Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contributions/68.58.150.132|68.58.150.132]] to version by 195.177.83.222. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (1199651) (Bot)",Wikipedia API - Revision History
2012-09-07T10:35:37Z,68.58.150.132,/* See also */,Wikipedia API - Revision History
2012-05-09T12:27:18Z,195.177.83.222,typo,Wikipedia API - Revision History
2012-03-24T22:33:11Z,Topbanana,Fixing convert template,Wikipedia API - Revision History
2012-02-13T04:02:14Z,70.176.74.118,,Wikipedia API - Revision History
2012-02-13T04:01:05Z,70.176.74.118,,Wikipedia API - Revision History
2012-02-09T01:20:57Z,Mark Arsten,Reverted edits by [[Special:Contributions/69.108.82.1|69.108.82.1]] ([[User talk:69.108.82.1|talk]]) to last revision by 117.195.79.251 ([[WP:HG|HG]]),Wikipedia API - Revision History
2012-02-09T01:20:51Z,69.108.82.1,"[[WP:AES|←]]Replaced content with '[[]]

[[no:Egypts klima]]
[[ro:Clima Egiptului]]'",Wikipedia API - Revision History
2012-02-09T01:20:10Z,69.108.82.1,,Wikipedia API - Revision History
2012-02-06T12:58:00Z,117.195.79.251,,Wikipedia API - Revision History
2012-01-06T03:23:46Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contributions/68.184.29.178|68.184.29.178]] to version by Glacialfox. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (796673) (Bot)",Wikipedia API - Revision History
2012-01-06T03:23:41Z,68.184.29.178,,Wikipedia API - Revision History
2012-01-05T23:55:14Z,Glacialfox,Reverted edits by [[Special:Contributions/24.14.250.51|24.14.250.51]] to last version by AlwaysUnite ([[User:Ale_jrb/Scripts/igloo|GLOO]]),Wikipedia API - Revision History
2012-01-05T23:54:58Z,24.14.250.51,/* See also */,Wikipedia API - Revision History
2012-01-05T23:53:51Z,24.14.250.51,/* See also */,Wikipedia API - Revision History
2011-11-30T20:15:40Z,ScienceDawns,that was indeed funny.. Egypt moderate.. right,Wikipedia API - Revision History
2011-11-19T06:09:08Z,207.81.160.138,,Wikipedia API - Revision History
2011-11-15T09:38:59Z,58.7.196.130,,Wikipedia API - Revision History
2011-05-25T15:50:25Z,94.195.212.41,More grammar.  Was a mess.,Wikipedia API - Revision History
2011-05-25T15:46:45Z,94.195.212.41,Grammar,Wikipedia API - Revision History
2011-05-22T18:30:18Z,Luckas-bot,r2.7.1) (robot Adding: [[no:Egypts klima]],Wikipedia API - Revision History
2011-05-05T15:43:21Z,Lightbot,Delink common units. See [[Wikipedia:Link#What_generally_should_not_be_linked|wp:link - What generally should not be linked]],Wikipedia API - Revision History
2011-04-16T05:13:34Z,Demner,fix typo,Wikipedia API - Revision History
2011-04-12T00:47:53Z,205.185.84.103,,Wikipedia API - Revision History
2011-02-03T00:33:48Z,Wireless Keyboard,Reverted edit(s) by [[Special:Contributions/88.108.88.41|88.108.88.41]] identified as test/vandalism using [[WP:STiki|STiki]],Wikipedia API - Revision History
2011-01-31T19:39:11Z,88.108.88.41,/* See also */,Wikipedia API - Revision History
2010-08-21T20:45:46Z,99.13.119.174,/* References */,Wikipedia API - Revision History
2010-07-25T10:19:59Z,202.128.35.164,/* See also */,Wikipedia API - Revision History
2010-07-25T08:23:22Z,202.128.35.164,/* See also */,Wikipedia API - Revision History
2010-06-27T09:55:15Z,81.99.44.43,,Wikipedia API - Revision History
2010-05-27T15:18:59Z,69.141.195.163,/* References */,Wikipedia API - Revision History
2010-05-27T15:17:14Z,69.141.195.163,/* See also */,Wikipedia API - Revision History
2010-05-18T13:48:08Z,SieBot,robot Adding: [[ro:Clima Egiptului]],Wikipedia API - Revision History
2010-04-18T17:38:40Z,41.234.155.20,,Wikipedia API - Revision History
2010-04-18T17:36:31Z,41.234.155.20,,Wikipedia API - Revision History
2010-04-05T18:44:25Z,Icairns,/* References */ +adj filing,Wikipedia API - Revision History
2010-04-02T02:36:35Z,Peter Horn,See also,Wikipedia API - Revision History
2010-04-02T02:34:47Z,Peter Horn,{{convert|14|°C|1|lk=on}} was 14°[[Clesius|C]] etc,Wikipedia API - Revision History
2010-04-02T02:22:59Z,Peter Horn,/* References */ {{Asia topic|Climate of}} {{Africa topic|Climate of}},Wikipedia API - Revision History
2010-03-27T20:35:44Z,The Anomebot2,Adding geodata: {{coord missing|Egypt}},Wikipedia API - Revision History
2010-02-25T22:49:12Z,Michael Hardy,fixed an amusing typo,Wikipedia API - Revision History
2010-02-22T16:03:41Z,Mohamed Magdy,Link fix + link to disambigous page fix.,Wikipedia API - Revision History
2010-02-22T16:01:46Z,MuffledThud,Quick-adding category [[:Category:Environment of Egypt|Environment of Egypt]] (using [[WP:HOTCAT|HotCat]]),Wikipedia API - Revision History
2010-02-22T15:59:34Z,Mohamed Magdy,Creating a page.,Wikipedia API - Revision History
